"Data Source","World Development Indicators",

"Last Updated Date","2022-04-08",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Gibraltar","GIB","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7898.774","37415.77","18811.85","2779.161","10847.59","18643.37","18621.03","4626.185","17114.73","10870.46","",
"Guinea","GIN","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","120000","140007","147466","147255","160160","153707.5","156933.8","171900","164416.9","197739.4","",
"Gambia, The","GMB","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58521","71932","65226","68759","70000","65000","60000","62500","61250","71469.72","",
"Guinea-Bissau","GNB","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30636.63","64409.75","39519.18","28632.55","47720.71","27136.36","26382.34","56819.16","47433.09","28699.98","",
"Equatorial Guinea","GNQ","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9500","9750","9625","9687","10000","10000","9922","9961","9941.5","9951.25","",
"Greece","GRC","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1390844","1412286","1660510","1908121","1895755","1779030","1769098","1820349","672522","935076","1137000","1976000","3051900","3486000","3935200","3679000","4026000","4546200","5332000","5992400","5756000",
"Grenada","GRD","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15000","14200","14000","16100","16100","16000","16050","21900","23900","26290","",
"Greenland","GRL","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4746.328","4536.347","8631.709","8631.709","6998.705","6998.705","6144.526","",
"Guatemala","GTM","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","495809","322136","360160","713181","826748","776395","800245","870288","937642","906326","996793","1099409","1135554","1211561","1263476","1350920","1470101","1389751","1530596","1521422","1475779",
"Guam","GUM","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","165427","167784","157096","183000","180800","173089","169800","161000","161000","161000","198600","181800","190200","",
"Guyana","GUY","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45395.5","45006","45785","50991","48735","52834","55168","57663","58210","58543","58376.5",
"High income","HIC","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","144256219","146914881","160090433","177190615","196114904","234522701","248613890","281164535","282996953.9904","251242260.474151","276727630.635","291929531.578","303101481.178","311235771.515","324028584.144","322061366.453","326747645.699","343399962.676","357935859.492","359109292.201","348809843.58",
"Hong Kong SAR, China","HKG","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22601630","23538580","23998449","24494229","21040096","23600000","24404000","23100000","22290000","22300000","20114000","19580000","20760000","19641000","18360000","17969000",
"Honduras","HND","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","392837","406359","413840","470567","555489","553013","","636435","669802","571720","619867","662644","666600","671421","695260","743686","757271","831555","813164","700063","785056",
"Heavily indebted poor countries (HIPC)","HPC","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Croatia","HRV","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14153","18218","23853","42326","76550","94223","112906","145040","168761","130740","121091","128400","128400","145400","211900","181800","181800","240030","264500","331300","347400",
"Haiti","HTI","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","176874","189028","164720","172516","175307","178452","176879","177141","177010","177075.5","177042.75",
"Hungary","HUN","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IBRD only","IBD","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80536645","87482406","103365921","118800179","140760549","139885612","167699331","203713191","227502766.9888","214654851.6313","259143972.22","284245127.157","306724618.474","329854691.959","347891572.037","360996705.7842","366035486.3802","401285389.8362","424053393.6272","437563734.78788","398769398.44023",
"IDA & IBRD total","IBT","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82068088","90175158","104943041","121884489","144482441","143643904","170377798","213116867","238290546.0832","225425791.411747","273568747.365","300055477.039","322933530.018","346374140.957","365555712.345","379617380.5372","385650757.2532","423344370.5762","446897716.9682","460336230.808491","417809523.99023",
"IDA total","IDA","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14424775.145","15810349.882","16208911.544","16519448.998","17664140.308","18620674.753","19615270.873","22058980.74","22844323.341","22772496.0206118","",
"IDA blend","IDB","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1376037","1781983","","","","3558598","3631716.4","5444557.54","6146670.43","6407200.13","6338008.46","6855672.4","6755965.01","6811921.27","7629535.6","8077846.44","7914585.17637707","7201419",
"Indonesia","IDN","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3797948","3901761","4539880","5176982","5369297","5503176","4316296","6582910","7404831","7255004.7486","9010442","9623589","10713294","11718228","11636900","12031700","12431700","12829600","14060600","14763630","14025449",
"IDA only","IDX","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Isle of Man","IMN","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2450656","2764757","3208380","3916814","4332863","4982092","6141148","7398211","7672457","8014487.2","8889576","9893786","10041000","10632000","11319000","11883003","12083010","15429000","16946200","17053200","16285806",
"Not classified","INX","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","721395","722148","775310","869607","924885","973257","1089252","1175155","1059926.984","832021.8056496","817362","781000","733000","727000","793000","860000","910000","960300","999300","1045000","1041000",
"Iran, Islamic Rep.","IRN","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","805860","1090212","1177265","1325643","1528518","1722513","2000230","2206476","2732500","2995000","2313000","2209000","2371000","2174000","2452000","3093400","2378600","2012000","1853000",
"Iraq","IRQ","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46255.56","56018.41","52424.53","67553.94","133961.3","108905","220859.7","823944.7","743211.1","932728.6","",
"Iceland","ISL","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","291748","267151","193816","193000","199850","220500","241900","261700","261700","261700","350348","352300","330292","297263",
"Israel","ISR","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1378259","1461000","1548080","1431510","1712339","1773498","1957328","2089900","2033000","2282000","2413000","2561000","2539000","2446000","2522000","2522000","2868000","2946000","2917000","2994000",
"Italy","ITA","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6918588","7073459","7950210","8473220","9468316","9856802","9731150","10610893","10530214","9532462","8021929","8689878","8550901","9537962","9683000","9436316","9774316","9894845","9922512","10120001","9800000",
"Jamaica","JAM","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","765977","983400","1065000","1137798","1360623","1671820","2150408","2016792","1915943","1689670","1891770","1756832","1855400","1703900","1638100","1653272","1567442","1560000","1833053","1647609","1611637",
"Jordan","JOR","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","414000","582515","674525","606000","705000","817000","873000","787000","767000","781543.5","796087","815345","798200","857283",
"Japan","JPN","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13100000","13127144","13501420","15055696","16436146","17055082","18469710","19164522","18943606","16285918","18965865","18114999.05","19727200","20522000","20741500","20138396.25","20319000","21962500","22610460","22276700","21385632",
"Kazakhstan","KAZ","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kenya","KEN","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","585367","615733","618816","695600","771000","903400","894000","1012000","1076100","1133050","1190000","1328100","1425000","1311000",
"Kyrgyz Republic","KGZ","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cambodia","KHM","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","253271","258775","207577","286206","306206","306206","312000","424000","474000","482000","644500","742100","779205","763621",
"Kiribati","KIR","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29875.69","25775.69","25775.69","52964.24","22998.09","35149.2","49005.46","53468.83","52568.09","52099.86","",
"St. Kitts and Nevis","KNA","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7100","7300","7800","7000","9000","10000","9500","13767","14402.34","14258","",
"Korea, Rep.","KOR","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9030174","9287221","11719500","13049534","14363194","15113275","15513935","17086133","17417723","15699663.2754","18520000","20466000","21516900","23445000","24814000","25477000","26373000","27415800","28867900","28311770","28425017.08",
"Kuwait","KWT","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","673472","750000","900000","961684","854044","815532","810248","824196","840149","904049","984815","944432","964623.5","954527.75","959575.625","863618",
"Latin America & Caribbean (excluding high income)","LAC","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11704241","11014290","12110840","14556198","16862118","18952870","21412089","23956322","27910608.8832","25868535.2406672","32496350.5","35433384","37572577","38129721","39162645","41282766","39322077","42339675","44931376","44757223.3","36089502.375",
"Lao PDR","LAO","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lebanon","LBN","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","299400","","","","","594603","947625","861931","994601","949000","1034000","1042000","1117300","1210000","1130000","1217500","1305000","1305800","1229100","772871",
"Liberia","LBR","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53400","59800","85589","70000","79000","100000","112500","125000","118750","91453.84","",
"Libya","LBY","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","122122","174827","158987.6738","136203.3","87443.9","76721.51","312181.6","375729.1","558764.1","151551.5","212164.5","327096.8","271230.6","",
"St. Lucia","LCA","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55582","70202","51942","52478","62598","74831","64415","41452","41500","38383","28841","32500","39238","41200",
"Latin America & Caribbean","LCN","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15860053","16129381","15090170","19556512","22294663","24816487","28018282","32720909","35627766.8832","32630749.9822672","39324882.97","43278612.92","45758753.4","46746167.4","47221278.4","49194337.88","47426632.78","50340319.42","53015992.7","52640120.28","42614031.875",
"Least developed countries: UN classification","LDC","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low income","LIC","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Liechtenstein","LIE","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1732855","1726605","1764720","1959354","2220525","2455297","3079132","3687338","3687465","3464297","4100000","4260000","4321000","4310000","4908000","5185000","5550000","6200000","7000000","7230000","6850000",
"Lower middle income","LMC","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15708008","17456840","18328790","22698161","26690011","28806136","30521930","42052247","47102248.1736","47538560.0232718","60318704.706","64119495.002","67685254.18","71082432.298","76334390.358","80063944.893","82142774.873","88942125.88","95170531.64","97438496.1684915","77670436.75",
"Low & middle income","LMY","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79843759","87236458","103366078","119222746","141397641","140624953","166871264","207322063","231830185.0832","219692613.270147","267076352.005","292630990.032","314880434.121","337689692.362","357006682.472","371684288.0372","377275434.7272","414389632.6142","437651640.9152","451288689.208492","409755418.99023",
"Lesotho","LSO","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Late-demographic dividend","LTE","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67353110","74646701","90018938","103950686","123020191","120417203","145336126","178605554","196030004.7776","184240015.058549","218556461.38","240228373.48","259464472.477","280107934.824","298261866.364","309470064.4042","314480333.2942","341972890.1742","359001819.2342","373370720.315","359351240.81523",
"Lithuania","LTU","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","321432","373263","247982","295000","382200","381300","402500","450400","393000","443300","472000","750000","705000","640000",
"Luxembourg","LUX","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latvia","LVA","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","236351","225467","184399","256000","306600","366260","385636","391200","359390","388433","449732","472532","472132","462000",
"Macao SAR, China","MAC","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Martin (French part)","MAF","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","328808","346724","","517549","560682","","","","919360","1222000","2800000","3033000","2964820","3526200","4075000","3965000","3969000","4510000","4711200","6068803","6980958",
"Monaco","MCO","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1419.987","472.614","472.614","735.0142","735.0142","735.0142","735.0142","818","",
"Madagascar","MDG","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","112427","143371","132278","141100","146200","131600","137800","139200","138500","138850","220000","179425","199712.5","",
"Maldives","MDV","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47703","53650","56000","49627","53062","54820","79712","83777","83778","81744","82761","82252.5","107728.2","",
"Middle East & North Africa","MEA","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36285930","41994620.9208","42545025.3235755","48047718.86","50320085.31","53413467.04","54924787.54","57428408.4","59038404.6","58986530.95","60040524.7","60691948.65","61579936.2628797","60768849",
"Mexico","MEX","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1315701","1358136","1564540","1693791","1903345","2144345","2680374","1661288","3312717.1952","2874312.6254","3697918","4215859","4796065","4865500","5040281","5506488","5680483","6375338","6987820","7028903","6385629",
"Marshall Islands","MHL","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19699.68","21988.51","28796.52","47899.47","26168.14","41855.44","51613.32","74193.53","70146.41","30711.22","",
"Middle income","MIC","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79595582","86859091","103366078","119222746","141397641","140624953","166871264","205346628","229668666.1624","217584752.805572","264185354.395","289807305.302","312332035.341","335158806.832","354412694.082","369233861.8072","374669606.9672","410750999.3342","433780959.2152","447474878.988491","406676625.69023",
"North Macedonia","MKD","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mali","MLI","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Malta","MLT","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1082235","1205764","1288780","1347539","1519220","1382410","1532920","1956908","2407332","2323941","2450665","2439936","2618036","2824736","2949036","3023900","3140000","3154500","3314100","2712800","2440000",
"Myanmar","MMR","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","170000","180000","163692","335346","380675","474300","567156","716926","827249","1026216","1200000","1043500","1121750","1020793",
"Middle East & North Africa (excluding high income)","MNA","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10614835","13030234.9208","14020481.3235755","17483955.86","17641690.31","17967005.04","18741419.54","19827919.4","19362887.6","19296079.95","19868484.2","19741026.9","20250525.6378797","18773617",
"Montenegro","MNE","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16971.49","21882.39","33592.58","21111.63","27240.7","24062.26","30213.25","43371.97","15988.02","15744.41","",
"Mongolia","MNG","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Northern Mariana Islands","MNP","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24446.48","33191.55","30479.68","41462.1","42008.53","41919.52","44989.51","94910.77","42095.68","44951.82","",
"Mozambique","MOZ","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","209315","241237","219380.9278","290800","389300","326200","387000","449700","418350","434025","400300","454300","427300","437128",
"Mauritania","MRT","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57478","62269","65705","69500","72228","72700","72464","72582","72523","88400","80461.5","84457.99","",
"Mauritius","MUS","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","198180","381470","","","","412896","454433","406862","332700","325600","417500","385326","403000","361109","388027","379371","451446","469011","438078",
"Malawi","MWI","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Malaysia","MYS","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4642428","6224913","8751570","10210145","11510931","12197750","13419053","14828836","16093953.3104","15922799.6478778","16842919","18819456","20809800","21137500","22367904","24012700","24570000","23784100","24956000","26859094","26663532.5",
"North America","NAC","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31227942","30197964","32984200","36320556","38827775","42661263","45226905","49253317","47132433.0512","41545142.966","46729981.001","47310621.461","48654516.461","49586360.461","51663622.324","53684735.324","54179393.824","58515031.324","61551159.324","62424484","61160289",
"Namibia","NAM","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","148234","183605","265663","256276","223711","337124","304792","255246","280019","267632.5","185655","185000","185327.5","166795",
"New Caledonia","NCL","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83205","119661","119147","90574","95277","96000","95000","113000","104000","108500","113000","110750","111875","",
"Niger","NER","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nigeria","NGA","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","588478","512610","","","","72500","87000","1232000","1510900","1723000","1580000","1700000","1400000","1404000","1408000","1560000","1484000","1528520",
