"Data Source","World Development Indicators",

"Last Updated Date","2022-04-08",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Nicaragua","NIC","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61007","63030","59471","68224","84468","94308","98155","116315","144718","156900","171881","169969","167798","166612",
"Netherlands","NLD","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6407162","6227321","6797530","7293790","8482190","9471829","10046503","11290260","11362089","10066374","11410060","12035600","12105136","11803800","12470000","12407000","12556000","13911000","14696000","14986800","14522209",
"Norway","NOR","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","328776","331054","318924","531100","561900","626525","682900","735000","786500","739633","763100","800802","811000","808100",
"Nepal","NPL","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nauru","NRU","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2596.997","2596.997","5563.455","8529.913","9438.25","7032.956","5536.052","7606.643","5327.06","",
"New Zealand","NZL","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1067438","1139143","1407130","1520592","1583847","1603195","1806596","2311569","2317823.1944","2324969.88398736","2330722","2439005","2649305","2867000","2942741","3119000","3161550","3204100","3327900","3229200","3174304",
"OECD members","OED","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","109883995","112516999","124553990","136180790","151916047","161810412","172830826","194810472","195009430.1856","172457972.323151","192385804.54","203577027.05","213436691","220984103","230558236","232995360.25","238589946.5","254479494","266986604","269651687","249877704.08",
"Oman","OMN","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1161549","1331686","1415500","2264826","2515546","2748584","2620363","2876969","3427990","3768045","3835395","3659440","3828817","3693400","3331000","3136000","3944000","4784712","4223712","4904471","5141830",
"Other small states","OSS","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5656923.03","5995322.81","6663812.04","6674116.25","7017699.39","7246778.8","7493043.34","7698162.03","8754435.16","8090391.89","",
"Pakistan","PAK","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","878892","","787559","1269373","1686355","1776939","1935882","1938001","2058056","2149000","2278000","2222000","2262000","2534600","2755600","2755600","3275000","3460700","3367850","3339186",
"Panama","PAN","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2369681","2376045","1344790","1991659","2428762","3063832","3027788","4022513","5129499","4597112","5593179","6629943","6857721","6564900","6774065","7893888","6267000","6899000","7014700","7355100","",
"Peru","PER","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","460631","537554","631760","627011","695577","991681","1087263","1177925","1235326","1232849","1522741","1827923","2009700","2045265","2221825","2158722","2321583","2540960","2667974","2634623","2601411",
"Philippines","PHL","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3031548","3090952","3324800","3468471","3676456","3633559","3676133","4351271","4471428","4306964.6458","5588702","5314702","5641594","5825634","6176041","7210441","7421441","8095420","8653720","8818028","7505487",
"Palau","PLW","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24446.48","17628.87","18799.61","23547.92","23960.16","23890.53","22490.03","20009.41","20059.46","16399","",
"Papua New Guinea","PNG","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","282356","254592","262209","282907","307557","276162","276189","275989","276089","276039","335300","341300","338300","",
"Poland","POL","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","261419","","346152","428373","","","767567","859341","671552","1054000","1357084","1656900","1969923","2139454","1860800","2028577","2385600","2834400","3045903","2904684",
"Pre-demographic dividend","PRE","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6534824.65","7481001.12","8129127.46","8160358.5","8824145.53","8870267.12","9204369.65","10486773.18","11057195.05","11295938.7006118","",
"Puerto Rico","PRI","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1945636","1886028","1426220","1669170","1667868","1727389","1749565","1695258","","","","","","","","","","","","","",
"Korea, Dem. People's Rep.","PRK","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Portugal","PRT","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","669991","733941","791300","86003","882452","904696","1012845","1348539","1297402","1233482","1399648","1704024","1871200","2305700","2596300","2702500","2919300","3177500","3191600","2724700","2800800",
"Paraguay","PRY","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9317","7045","8179","8645","9294","10028","10540","10500","10520","10510","10515","10512.5","",
"West Bank and Gaza","PSE","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pacific island small states","PSS","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","491658.155","629416.219","617020.391","853454.873","875886.811","783270.723","810009.249","878446.122","882237.444","590250.14","",
"Post-demographic dividend","PST","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","121833327","121845709","134023233","146262142","164250433","197875556","209838893","234525009","235384120.0064","206422735.066901","228098842.54","239069727.05","246705777","253417665","263501643","260204930.25","264453073.5","280140843.5","293053758.25","292778056.88","284410826.08",
"French Polynesia","PYF","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69508","70336","63807","70000","69670.5","69835.25","69752.88","69341","69296","69088","69192","69140","69166","",
"Qatar","QAT","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","350000","400000","410000","420000","420001","420001","420001","462000","568000","670000","787280","1342750","1340000","1410000",
"Romania","ROU","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","373702","771126","1037066","1411414","1380935","594299","557000","663000","684000","661000","668000","699000","721339","696400","668000","664695","643725",
"Russian Federation","RUS","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","316280","609093","774970","960142","1368601","1804410","2265835","2962385","3372104.7952","2427743.69515488","3243368","3857771","4085286","5208600","5252000","3909400","3923662","4515300","5059700","4932154","4871919",
"Rwanda","RWA","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"South Asia","SAS","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4639518","5856543","5557320","7288887","8537181","9932668","11898747","14047141","14442773","14774961.2","16537830","17902099","18065471","18773063","20488328","21952032","22837005","27573761","30222052.5","30649185.2","29062243",
"Saudi Arabia","SAU","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1502893","1676991","1958570","2440327","759769","3732706","3863202","4208854","4652022","4430676","5313404","5694000","6549000","6743139","6851900","7783000","7677000","8082000","8683400","8905591","9394100",
"Sudan","SDN","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","342152","391139","431232","","","441000","447000","435000","482000","466000","487340","451712","469526","493002.3",
"Senegal","SEN","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","424457","347483","331076","349200","369100","383900","383900","383900","530000","540000","570500","555250","562875","",
"Singapore","SGP","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17100000","15572677","16986010","18441000","21329100","23192200","24792400","28767500","30891200","26592800","29147000","30647000","32347000","33388000","34688000","31710200","31688000","33667000","37388000","37195000","36870900",
"Solomon Islands","SLB","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63095.41","111619.5","138566.6","143879.5","203915.3","195524.2","181636.1","180838.4","174614.2","128035.7","",
"Sierra Leone","SLE","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50000","75000","62500","68750","65625","67187.5","78143.75","89100","83621.88","78413.18","",
"El Salvador","SLV","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","144458","156323","126369","146817","165220","179380","180634","179256","190708","202165","209903","230989","249472","228300",
"San Marino","SMR","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalia","SOM","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39414.98","42186.98","39933.45","37679.92","65622.57","77094.9","104800.4","126312.9","115339.8","92238","",
"Serbia","SRB","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sub-Saharan Africa (excluding high income)","SSA","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11878265.97","13441642.53","14326560.76","14637754.5","15065897.57","15224324.31","15198890.41","16039406.48","17179053.3","16951594.4906118","",
"South Sudan","SSD","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","430000","430000","","","","","","","","","",
"Sub-Saharan Africa","SSF","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11941090.52","13504210.4","14459947.06","14773092.6","15216594.37","15352127.41","15331105.01","16143979.18","17285091.5","17106017.8906118","",
"Small states","SST","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10085833.685","10508203.029","11362084.431","11593185.123","11923020.201","12080863.523","11995992.589","11910607.652","13456622.194","12777435.21","",
"Sao Tome and Principe","STP","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27477.34","86790.39","78493.1","83154.38","75921.74","84392.68","67523.29","62980.9","47989.86","49552.86","",
"Suriname","SUR","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59583","97335","103961","108020","108703","106014","107359","112318","114564","110659.3","",
"Slovak Republic","SVK","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Slovenia","SVN","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","305648","353880","343165","481500","586813","585392","596430","676381","792700","835700","919700","980200","959000","945000",
"Sweden","SWE","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","884136","851219","805610","858320","1098871","1253195","1272513","1288280","1298778","1251424","1405330","1512105","1500200","1443065","1464200","1457000","1522400","1554000","1595500","1630900","1598282",
"Eswatini","SWZ","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sint Maarten (Dutch part)","SXM","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76998","80458","80655","82643","95190","97991","98101","101100","105200","105200",
"Seychelles","SYC","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62824.55","62567.87","133386.3","135338.1","150696.8","127803.1","132214.6","104572.7","106038.2","154423.4","",
"Syrian Arab Republic","SYR","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","538525","610607","685299","630427","544000","320000","210000","110000","105000","107500","106250","106875","122059.8","",
"Turks and Caicos Islands","TCA","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56840499","62621336","77904818","86891558","102402184","96232448","114796121","140639995","155725485.3104","147752713.767078","178112620.155","196080179.219","213569720.391","231940356.873","246873328.811","259951436.723","265984722.249","291885800.122","307180731.444","319768256.14","305296568.31523",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5606052","","","11304092","12626587.7952","9249582.69515488","11707699.33","13571370.11","15126335.527","17555211.944","17915382.764","15916481.8042","16810591.0442","19241410.5742","21433721.0342","22234618.76","",
"Togo","TGO","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","339900","352700","288500","311500","380800","380800","380800","1193800","1395700","1500611","1725270",
"Thailand","THA","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3178779","3387071","3799090","4232685","4847000","5115213","5574490","6339261","6726237","5897935","6818527","7313063","7760800","8362500","9202200","9463000","9983000","9938000","10243600","10755780","10213904.8152301",
"Tajikistan","TJK","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Turkmenistan","TKM","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13914417","13673353","13663950","16829463","19441995","21877598","24805717","28838519","33342867.8832","30799421.3822672","37785551.5","41355928","43745051","44590997","45234159","47082415","45391254","48630935.5","51035093.59","50327627.18","40891523.375",
"Timor-Leste","TLS","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36816","41384","45608","41845","51822","49427","49177","59004","47574","53289","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10614835","13030234.9208","14020481.3235755","17483955.86","17641690.31","17967005.04","18741419.54","19827919.4","19362887.6","19296079.95","19868484.2","19741026.9","20250525.6378797","18773617",
"Tonga","TON","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48430.9","57059","67349.47","74744.59","69196.45","50407.52","84702.43","107381.3","105190.3","76853.95","",
"South Asia (IDA & IBRD)","TSA","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4639518","5856543","5557320","7288887","8537181","9932668","11898747","14047141","14442773","14774961.2","16537830","17902099","18065471","18773063","20488328","21952032","22837005","27573761","30222052.5","30649185.2","29062243",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11941090.52","13504210.4","14459947.06","14773092.6","15216594.37","15352127.41","15331105.01","16143979.18","17285091.5","17106017.8906118","",
"Trinidad and Tobago","TTO","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","282487","352758","385230","440370","","","","514557","554093","567183","577883","552093","542346","571119","594363","520825","427427","414657","358475","446232","441264",
"Tunisia","TUN","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","420501","424780","418883.8732","384646","410000","375000","375000","397323","445311.5","421317.25","480500","493300","424115","420098",
"Turkey","TUR","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1591739","1526576","2297380","2377295","2960746","3174077","3683497","4678872","5218316","4521713","5657915","6482541","7442731","8326278","8467512","8297985","8851485","10094700","10887700","11679100","",
"Tuvalu","TUV","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1718.749","9975.64","5847.194","24770.21","13766.17","13766.17","15844.34","6499.85","6188.291","5150","",
"Tanzania","TZA","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","350991","363310","370764.6962","371278","451778","519478","566178","624878","612600","651117","509800","600100","405775.254234701","363024",
"Uganda","UGA","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ukraine","UKR","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","398080","579476","729758","990201","1123268","516698","654000","756000","756000","779000","665000","480000","588000","698500","1178000","1007400","1035200",
"Upper middle income","UMC","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63887574","69402251","85037288","96524585","114707630","111818817","136349334","163294381","182566417.9888","170046192.7823","203866649.689","225687810.3","244646781.161","264076374.534","278078303.724","289169916.9142","292526832.0942","321808873.4542","338610427.5752","350036382.82","329006188.94023",
"Uruguay","URY","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","301641","","","","","","596487","675273","588410","671952","861164","753889","826962","776558","811297","888119","939427","797874","747100","",
"United States","USA","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28300000","27307576","29676890","32689484","34901628","38497839","40896742","44839390","42411770.0512","37353574.903","42031000","42550784","43538254","44340866","46233010","47886446","48436472.5","52132844","54776341","55518878","54963689",
"Uzbekistan","UZB","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Vincent and the Grenadines","VCT","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16570","16238","16967","17488","18340","16561","16737","18620","19941","19191","19818","20150","21661",
"Venezuela, RB","VEN","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","674558","924119","","582769","921205","1120492","1266817","1331711","1325194","1240251.54","1066595","1334500","1569841","1441673","943380","734185","838783","821350","592371","179529","168757",
"British Virgin Islands","VGB","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10058.47","24830.92","27154.4","27154.4","27154.4","27221.88","52542.78","49149.42","56317.36","45955.97","",
"Virgin Islands (U.S.)","VIR","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Vietnam","VNM","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1189796","1290555","1771990","1904939","2273056","2537487","2999646","4009066","4393699","4936598","6429897","6902630","7587836","8452250","10009360","11089560","11086140","11965610","13008500","13658930","",
"Vanuatu","VUT","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18040.23","64662.55","60341.86","122539.9","141788.1","120491.6","115886.9","114552.6","106680.4","77435.86","",
"World","WLD","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","224774536","235075458","263456511","296996130","338433750","376268146","416751971","489818309","516152333.0736","472175125.284298","544870577.64","585895021.61","619551756.299","650367136.877","681978646.616","694479839.4902","704861863.4262","758610945.2902","796179871.4072","810577510.409492","758734019.57023",
"Samoa","WSM","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22465","21420","23137","24006","27198","27719","27458.5","27588.75","27523.63","27221","",
"Kosovo","XKX","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Yemen, Rep.","YEM","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","248177","377367","","","","","","773016","775164.9208","639670.53677552","651798","450149","532323","552307","495368","378098","468208","534693","598999","464923","423393",
"South Africa","ZAF","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1846944","2021183","1801610","2378881","2614577","3111121","3552198","3734165","3875952","3726313","3959192","4383509","4353256","4694577","4567993","4662300","4354000","4563700","4892400","4592200","4029000",
"Zambia","ZMB","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Zimbabwe","ZWE","Container port traffic (TEU: 20 foot equivalent units)","IS.SHP.GOOD.TU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
